activity_daily_movement,activity_high,activity_inactive,activity_score,activity_score_meet_daily_targets,activity_score_move_every_hour,activity_steps,activity_total
12196,3,394,99,100,100,14215,392
11660,0,436,98,100,100,14821,417
8046,2,499,97,100,100,10202,332
15194,1,360,99,100,100,19234,476
11934,2,332,99,100,100,14384,414
5845,2,381,97,95,100,6944,223
12036,1,360,98,95,100,14334,452
5685,1,688,88,78,100,7684,306
8592,2,517,90,78,100,10177,401
14022,6,318,98,95,100,16413,398
14609,1,354,98,95,100,17308,418
17930,1,305,97,95,100,22082,479
4828,2,413,93,95,100,6324,235
10358,5,416,97,95,100,12640,402
15004,5,467,98,100,100,17671,352
13759,4,371,99,100,100,16830,468
13434,14,424,98,100,100,16267,337
10517,7,390,93,100,100,13606,400
11248,1,459,98,100,100,13294,414
6414,2,374,99,100,100,8655,321
15508,2,335,100,100,100,18075,463
13789,6,371,99,100,100,16460,373
8978,7,503,95,95,100,10763,375
8069,2,481,96,95,100,10777,347
11107,2,341,98,95,100,13121,389
9586,2,379,97,95,100,12225,392
11707,2,518,97,100,100,14854,352
13718,2,332,100,100,100,16311,402
16032,18,348,99,100,100,18492,451
13588,3,335,96,100,100,15567,459
9199,2,396,93,100,100,11934,445
10427,5,401,99,100,100,12917,388
9328,1,362,98,95,100,11313,432
11410,2,512,96,95,100,13997,353
13080,1,426,97,95,100,14786,389
11216,6,415,97,95,100,13068,401
11824,2,368,95,95,100,14297,419
12176,4,464,92,100,100,14340,442
8347,5,368,90,100,100,10296,359
6337,2,504,96,100,100,7586,300
8557,3,374,98,95,100,10135,320
10367,2,362,98,95,100,12774,440
10006,2,335,94,78,100,11786,399
10629,3,413,93,78,100,13173,409
7304,4,406,88,60,100,9252,357
11498,6,434,88,60,100,13065,408
9957,4,420,88,60,100,12719,420
11078,3,331,93,78,100,13158,331
9808,1,275,98,95,100,11447,422
9965,6,298,94,78,100,11728,343
15426,1,337,94,78,100,18644,345
18037,2,372,98,95,95,22368,367
16603,3,335,98,95,100,19899,377
19184,10,335,96,100,100,23177,439
16610,1,305,94,100,100,20315,395
18311,4,315,99,100,100,22727,493
14451,5,405,99,100,100,17432,402
20436,4,361,98,100,100,25878,468
5547,1,487,93,95,100,6879,226
11703,4,355,98,95,100,13687,405
14561,4,375,98,95,100,17325,433
16361,2,344,98,100,100,20658,444
15465,2,414,95,100,100,18373,428
12433,0,542,95,95,100,15279,449
11799,12,473,97,100,100,12609,418
9679,6,412,96,100,100,10439,322
11649,2,486,92,100,100,13339,446
10103,3,474,89,100,100,11900,416
11404,13,580,95,100,95,12082,395
13192,7,547,96,100,95,15150,421
10256,0,406,98,100,100,12755,400
12426,16,512,97,100,100,13696,363
11767,3,556,96,100,100,13885,409
14092,4,457,88,100,95,16526,522
2691,1,600,84,100,100,3203,153
7814,1,542,94,95,95,9515,234
15080,4,347,98,95,95,18086,362
10153,2,510,96,95,100,12288,369
9926,3,518,86,95,100,11310,337
12342,3,649,94,100,100,15379,362
8158,3,518,96,100,95,10017,286
15094,3,408,98,100,100,18088,386
13003,1,513,97,100,100,15599,410
16741,3,416,98,100,100,20892,437
13385,12,568,71,100,100,15150,436
11869,1,489,91,100,100,14638,381
14514,5,577,87,100,95,17510,378
8282,1,500,85,100,100,9919,279
13026,4,561,73,100,100,14932,366
7474,2,526,81,100,100,8798,283
11018,0,579,95,100,100,13612,331
15723,5,388,99,100,100,19196,478
8349,5,684,93,100,95,9425,359
9725,3,354,98,100,95,11589,354
11268,7,660,93,100,95,12922,272
3667,0,383,99,100,100,4860,100
15779,6,629,95,100,100,19097,426
5020,1,417,99,100,100,6057,239
15238,4,424,99,100,100,18410,419
13563,4,559,96,100,100,16999,407
5768,2,562,94,95,100,6854,292
6267,0,566,88,78,78,7309,188
10959,6,334,93,78,100,12321,358
16568,9,425,93,78,100,19897,440
8383,0,605,93,95,100,10263,387
13928,5,462,97,95,100,16945,384
17549,3,467,97,100,100,21116,445
5922,0,528,93,100,100,7351,224
7301,7,626,95,100,100,7789,249
14630,7,403,99,100,95,17744,355
16284,5,508,96,100,100,19890,464
11322,0,517,93,100,100,13761,389
12550,6,385,93,100,100,14699,315
7654,4,601,87,100,100,8696,254
10236,7,395,98,100,100,11892,389
15856,5,489,97,100,100,19394,398
12999,2,489,96,100,100,16152,387
14948,10,541,93,100,100,16880,423
14278,4,533,90,100,100,17487,399
8288,8,594,87,100,100,9164,266
9652,3,532,97,100,100,10765,334
11982,8,456,98,100,100,12740,354
14932,0,364,99,100,100,18914,370
16451,2,394,99,100,100,19913,461
6557,1,237,95,100,100,7455,222
3965,0,506,91,78,100,5484,254
7594,0,666,90,95,78,10119,373
4818,0,555,88,78,100,6738,331
5895,0,593,86,95,100,8107,424
5452,0,673,79,95,100,7312,365
2775,0,487,77,78,100,4520,233
7210,1,628,71,78,100,8977,416
5509,0,574,73,78,100,7511,351
7584,0,519,80,95,100,9332,383
2755,0,662,70,78,95,4343,265
9445,1,635,79,78,100,11693,432
6758,0,642,84,95,100,9032,342
3170,0,720,78,78,100,5051,261
9283,4,550,89,95,100,10939,434
3951,0,604,91,100,100,5726,248
1965,0,594,84,95,100,3553,221
5697,0,539,79,78,100,7685,398
8981,1,596,84,95,100,10968,449
5942,1,529,89,95,100,7999,341
8090,0,469,96,100,100,10771,375
8351,0,528,93,100,100,11109,418
5821,0,601,93,95,100,8168,361
13356,2,476,97,100,100,15620,503
6970,0,552,96,100,100,9287,385
6177,0,617,93,100,95,8213,323
3529,0,697,93,100,100,5348,317
8020,0,521,88,100,100,10880,444
4917,0,601,73,78,100,7437,389
6269,0,586,73,78,100,8509,336
5000,0,457,75,78,100,6965,325
9383,0,654,79,78,100,12530,427
4133,0,669,78,78,95,6119,306
5509,1,580,76,60,100,7828,367
12500,4,492,93,95,100,14740,469
5404,0,588,90,95,100,8009,388
5301,0,679,88,95,95,6954,311
2206,0,700,87,95,100,3819,232
6861,1,510,85,95,95,8904,311
2732,0,696,76,78,95,4251,249
4843,0,693,71,60,100,6674,298
3942,1,523,65,43,100,5510,240
4067,0,725,57,25,100,5999,310
10128,2,588,70,43,95,11806,407
2224,0,534,71,43,100,3634,213
9290,0,613,72,43,100,11649,400
3629,0,603,73,43,95,5491,309
5802,0,598,78,60,95,8282,377
3691,0,565,77,60,95,5025,273
5402,0,618,84,95,100,7796,367
10390,0,634,87,95,95,13497,442
5372,0,553,89,100,100,7590,387
7201,1,549,86,100,95,9575,418
11013,3,462,94,100,100,12007,448
7804,1,565,92,100,100,9224,400
5083,0,489,91,100,100,6807,402
3524,0,488,92,100,100,5376,325
10552,0,609,86,100,95,12992,527
6379,1,493,92,100,100,8611,361
7222,2,510,92,100,100,8892,376
2134,0,464,84,100,100,3254,191
9456,0,465,89,100,100,11375,487
4544,0,449,92,100,100,6346,366
4181,0,517,89,100,100,5690,294
5899,2,599,85,100,100,7487,326
3522,1,635,82,95,100,5338,231
13920,21,502,92,95,100,15379,464
4449,1,626,83,78,100,6421,335
3886,1,452,81,60,100,5217,219
7507,1,446,84,60,100,8948,328
4909,3,513,86,60,100,6641,338
6804,1,510,90,78,100,8642,356
5408,2,556,83,60,100,6867,323
13089,7,407,89,78,95,13870,489
15001,10,482,87,78,100,17179,622
4812,1,486,89,95,100,6927,382
7997,1,475,93,95,100,10364,412
3962,0,591,94,100,100,5739,288
8093,1,524,96,100,100,10370,405
7049,0,560,95,100,100,9365,359
9761,0,624,94,100,100,12724,422
6109,0,476,94,100,100,7983,376
3879,0,642,88,100,100,5634,314
6861,2,540,96,100,100,9435,314
7112,0,559,94,100,100,9086,377
5842,0,601,91,100,95,7802,261
13487,1,417,98,100,100,17107,500
5409,0,520,95,95,100,7565,303
3156,0,673,92,95,100,4907,297
15400,7,498,96,100,95,16240,450
3182,0,179,97,95,95,11949,89
7456,2,307,96,100,100,15334,244
16016,2,295,100,100,100,17011,483
20488,4,335,98,100,95,23391,692
17576,1,360,96,100,100,19633,678
10130,5,584,86,100,100,11727,487
11556,4,450,85,100,100,12529,428
10636,8,602,78,100,78,11835,433
8381,5,574,80,100,95,9130,383
9649,0,552,96,100,100,11825,393
8163,2,705,93,100,95,9661,410
19535,2,443,98,100,100,21875,662
10749,4,458,98,100,100,12088,500
9742,0,591,94,100,95,11561,454
10337,1,631,87,100,95,11967,441
12972,6,518,96,100,95,14819,525
15790,2,404,98,100,100,17799,587
17509,1,424,94,100,95,18934,600
17488,3,369,93,100,100,19415,634
16628,8,464,88,100,95,18252,569
16555,0,349,77,100,100,18725,646
17789,0,377,74,100,100,21312,717
14402,2,477,73,100,100,16828,585
18559,1,360,74,100,100,20449,644
12767,0,419,74,100,100,14960,533
14104,0,459,73,100,100,16040,567
10857,12,605,80,100,100,12081,421
14136,12,505,73,100,100,15146,494
12680,7,436,73,100,100,14175,528
11657,1,368,84,100,100,12795,471
13079,8,517,93,100,60,14113,548
12396,14,563,96,100,100,13704,463
11824,3,350,98,100,100,14244,486
11075,0,465,94,100,100,13199,451
12545,4,290,93,100,100,13688,499
14103,4,526,89,100,100,15561,556
13290,1,319,78,100,100,15725,587
11309,0,464,84,100,100,13606,480
16911,3,454,98,100,100,19002,586
18891,8,334,99,100,100,21635,659
20345,6,369,98,100,100,22412,666
18661,1,328,96,100,100,19643,639
14971,9,359,93,100,100,15957,519
7294,2,473,89,95,100,9045,384
19081,8,320,99,100,95,20519,636
14511,3,399,98,100,95,15068,464
13708,2,509,97,100,100,15942,520
13225,1,453,94,100,100,14950,514
10960,2,396,93,100,100,13445,500
15123,7,419,90,100,100,17808,521
15008,23,480,76,100,100,16010,515
10781,1,581,82,100,100,13124,427
11408,0,546,96,100,95,13440,455
7329,0,372,99,100,100,8950,432
5047,4,623,94,100,100,5935,249
7436,0,769,91,100,95,8998,434
15505,2,341,99,100,100,16751,594
10328,1,394,98,100,100,11426,411
6869,10,564,93,100,100,7643,279
5640,1,660,88,100,100,6938,334
13363,25,549,96,100,100,12844,344
12604,3,541,95,100,100,14087,496
11804,1,463,97,100,100,13295,561
11708,1,427,95,100,100,12912,507
9484,0,400,99,100,100,11547,553
14558,3,427,99,100,100,15174,572
4187,0,315,98,100,95,5359,211
10225,1,470,96,95,100,13064,674
6951,0,541,90,78,100,9917,470
7011,1,663,88,95,100,9132,414
8787,0,451,85,95,100,11189,594
12060,0,462,80,95,100,13887,494
6925,0,536,78,95,100,8444,365
7221,0,568,73,78,100,9687,442
10150,0,376,80,95,100,10992,429
4883,0,589,72,78,100,6507,329
7589,2,676,68,60,100,8605,392
15964,0,393,72,60,95,16999,550
8917,3,465,76,60,100,11037,394
9030,2,608,80,78,100,10791,381
13906,0,344,88,95,100,16666,738
11263,1,334,91,95,100,13699,606
9952,0,406,80,100,95,11299,505
5825,0,812,69,100,95,7517,327
7310,0,562,86,100,100,9658,348
7081,0,603,79,95,100,8838,405
7208,0,734,70,78,78,8887,344
9886,2,464,83,78,95,11660,437
6724,0,582,80,78,95,7931,323
10149,0,546,80,78,100,11094,374
5118,1,599,74,60,100,6593,311
5611,0,602,73,60,100,7085,353
14816,1,476,79,78,100,15830,549
9069,1,509,88,95,100,11409,410
3997,0,621,73,78,100,4874,206
4485,0,716,67,60,100,6454,313
1867,0,815,59,43,100,2563,130
7329,0,542,65,43,100,8981,390
11146,5,581,76,60,100,12976,518
10841,0,514,77,60,100,12334,400
7196,0,451,74,43,100,9092,384
3275,0,881,65,43,100,4311,189
2064,0,685,65,43,95,2845,164
2856,1,799,63,43,95,3914,184
6875,1,696,67,43,100,8912,311
6986,0,597,60,25,100,8828,384
4364,0,699,51,1,95,6242,329
3495,0,586,53,1,100,4889,222
8631,2,623,59,25,78,9513,356
7759,0,701,60,25,100,9533,352
4829,0,632,60,25,95,6242,185
8580,1,581,69,43,95,10164,468
10733,0,428,81,60,95,14353,530
9060,1,431,85,78,100,12431,552
12361,0,347,95,95,100,15806,554
5760,2,507,82,78,95,6951,290
5330,2,611,86,78,95,6093,242
2606,0,733,78,78,78,4014,214
4223,0,801,74,60,95,5057,229
4586,0,539,69,43,95,5859,264
7037,1,598,64,25,95,8881,358
8361,1,584,62,25,100,10443,423
9391,0,585,69,25,100,11234,388
4757,0,583,64,25,100,6708,391
7101,0,628,63,25,78,8666,392
10288,3,527,78,43,100,11675,366
7106,0,585,77,43,100,8974,358
9627,0,717,82,60,95,12217,316
8390,0,525,87,60,100,10634,412
5376,1,587,81,60,100,6429,262
5614,1,634,81,60,100,6306,285
3322,1,601,80,60,100,4530,236
6725,0,573,71,43,95,8950,430
10707,0,450,78,60,100,13340,548
11495,0,509,81,60,100,14122,390
1201,0,843,85,78,100,1875,96
6770,0,829,77,60,78,8778,276
5527,0,624,88,78,100,7011,232
4272,0,813,82,78,78,5331,183
6296,0,749,81,78,95,8071,282
5555,0,617,78,60,100,6865,235
1558,0,979,67,60,95,2496,134
1060,0,910,68,60,100,1790,105
6194,0,571,66,43,100,7654,229
6183,0,775,68,43,100,8284,275
10776,0,666,86,78,95,13267,407
3599,0,706,81,60,100,5247,176
6739,0,867,80,78,60,8795,297
1604,0,825,84,78,100,2254,127
2642,0,712,83,78,100,3580,172
4132,0,929,73,78,78,5485,200
4998,0,741,76,78,95,6445,221
1830,0,776,65,60,100,2800,163
5616,0,750,66,60,95,7226,238
1616,0,972,55,43,78,2307,116
3369,0,839,60,43,100,4339,191
1506,0,727,60,43,95,2046,116
5914,0,847,53,25,78,7720,249
1722,0,826,58,25,95,2512,136
5700,0,759,61,25,95,7473,280
6044,0,725,72,60,100,7413,256
5116,0,602,80,78,100,6747,239
3809,0,915,69,78,78,5063,194
1917,0,917,74,78,100,2715,148
1540,0,806,63,60,78,2062,107
1393,0,859,62,60,100,2046,127
5498,0,786,60,43,100,7017,279
995,0,898,50,25,78,1707,93
1297,0,1024,47,25,95,1911,107
1504,0,675,54,25,100,2164,121
5100,1,967,49,25,78,6167,247
4538,0,649,68,43,100,6010,268
4487,0,812,75,78,95,5938,236
1242,0,791,70,78,78,1981,108
1505,0,828,77,78,95,2345,119
1461,0,861,73,78,95,2302,142
4872,0,680,73,78,100,6617,263
1302,0,854,63,60,78,2079,114
4992,1,769,60,43,100,6542,239
3565,0,634,57,25,78,4677,166
1847,0,935,52,25,95,2605,143
2130,0,752,54,25,95,3077,160
5608,1,704,57,25,100,6980,226
1078,0,809,52,25,78,1542,84
7438,1,817,61,43,100,9117,312
3869,1,728,67,43,95,4695,237
1852,0,744,65,43,100,2709,135
1941,0,923,57,43,78,2652,137
5815,0,799,64,60,60,7479,279
5332,0,903,54,43,25,7067,245
3413,0,818,55,25,95,4575,164
1048,0,835,54,25,95,1709,90
3008,2,850,53,25,100,3939,187
5602,0,820,55,25,95,7153,286
2009,0,728,50,1,95,2903,151
5873,0,870,47,1,78,7547,274
2356,0,716,62,43,100,2806,138
4450,0,828,58,43,78,6023,207
1531,0,896,57,43,78,2193,113
4486,0,144,60,43,100,5272,167
3150,0,750,86,78,100,5374,339
2795,0,602,72,43,100,4973,333
1788,0,548,69,43,100,3185,209
1489,0,496,60,25,95,2222,113
3311,0,551,48,1,100,4776,239
1772,0,528,49,1,95,3690,249
10927,0,565,65,25,95,14784,436
2653,0,599,64,25,100,4927,336
3873,0,637,64,25,100,5649,251
1749,0,649,62,25,95,2977,161
3578,0,759,58,25,95,4841,255
5433,2,533,68,43,100,7708,390
2538,0,619,63,43,78,4386,306
1243,0,617,57,25,100,2081,111
638,0,787,52,25,100,1144,73
2796,0,614,54,25,100,4534,310
8520,0,399,68,43,100,11070,364
4531,0,464,69,43,100,6840,381
1882,0,702,58,25,100,3334,230
3011,0,727,56,25,78,4377,283
3329,0,742,60,43,78,5027,247
1589,0,694,61,43,95,2812,189
1889,0,589,55,25,100,3409,238
2428,0,684,52,25,95,3696,222
11526,2,509,72,43,95,15550,452
2206,0,821,66,43,100,4311,275
3137,0,467,67,25,100,5426,335
11601,0,564,78,43,95,15620,467
10331,0,580,83,60,78,14324,304
3136,0,503,85,60,95,4385,239
9369,0,597,89,78,95,12439,328
8504,0,533,86,78,60,11051,326
1022,0,792,85,78,100,1873,110
912,0,781,84,78,95,1718,96
2446,0,609,79,60,100,3607,209
1085,0,599,69,43,95,1695,111
8574,0,546,80,60,100,11126,281
10385,1,663,83,60,100,13387,335
965,0,760,78,78,78,1767,92
2168,0,517,91,78,100,3842,248
8862,0,550,94,95,100,11111,273
1395,0,701,85,78,100,2600,185
1513,0,646,77,60,100,2795,203
5921,0,434,78,60,100,8067,389
4417,0,753,68,60,100,6793,369
1873,0,492,71,60,100,3864,276
2893,0,574,69,60,100,5649,412
10655,0,452,75,60,100,13639,393
819,0,434,73,60,100,1832,119
8098,0,700,70,43,78,10981,280
7027,0,412,85,60,100,9512,269
7907,0,485,89,78,95,11245,454
9857,0,521,94,95,95,13090,356
2194,0,505,91,95,100,4086,282
11429,0,418,96,95,95,14735,392
1967,0,534,86,78,100,3545,236
3164,0,468,90,95,100,5900,407
3385,0,520,77,60,100,5369,329
8788,0,607,78,60,95,11766,252
1474,0,672,76,60,95,2603,167
1876,0,574,69,43,100,3328,189
8817,0,713,69,43,60,11761,293
2806,0,607,74,43,100,4492,231
1392,0,546,72,43,100,2623,185
895,0,725,58,25,100,1798,129
11977,0,632,73,43,100,16479,394
8664,0,373,88,60,100,11920,304
2270,0,466,79,43,100,4383,302
1896,0,644,74,43,100,3288,197
11229,0,569,85,60,100,15228,489
432,0,733,78,60,95,1040,68
672,0,785,58,25,95,1397,94
25964,8,257,99,95,100,26836,709
18728,7,252,99,95,100,19985,612
26197,22,331,97,95,95,27471,709
15605,4,478,94,100,100,16846,531
24206,15,278,94,100,100,25009,629
23559,11,310,91,100,100,23935,715
20380,13,328,79,100,100,21597,461
18053,9,337,76,100,100,18966,639
26985,8,251,75,100,100,27633,714
19748,4,347,75,100,100,20131,663
22719,12,383,74,100,95,24072,571
23957,4,227,75,100,100,25219,743
25110,15,299,75,100,100,24974,711
18210,5,275,75,100,100,19982,660
20376,7,314,75,100,100,21542,690
19925,9,167,75,100,100,19411,551
23977,4,197,75,100,100,25039,804
26093,14,176,75,100,100,25849,760
13748,5,489,82,100,100,14083,509
20640,14,460,72,100,95,20407,569
10325,7,409,99,100,100,11205,403
15597,3,479,98,100,100,16904,508
18362,10,309,75,100,100,18788,641
15497,6,378,99,100,100,16277,546
15880,7,391,94,100,78,16411,576
17094,6,362,92,100,100,17965,444
17431,7,390,74,100,100,18009,598
17044,11,410,78,100,100,17266,509
20787,15,376,76,100,100,21119,619
21548,16,344,75,100,100,21991,603
18643,5,223,75,100,95,19012,585
12205,1,392,84,100,100,13562,473
24924,8,245,100,100,100,25836,680
16069,5,375,99,100,100,16961,579
11377,11,365,99,100,100,11705,377
14955,13,412,99,100,100,15712,556
14032,16,406,95,100,100,14061,419
14443,12,442,92,100,100,15032,464
6207,9,446,89,95,100,6494,230
10462,13,439,76,100,100,10767,326
15073,21,459,97,100,95,14838,437
10155,5,492,97,100,100,10984,342
13396,8,494,94,100,100,14365,401
12307,16,387,93,100,100,13417,369
10254,6,389,91,100,100,11198,335
12535,13,474,76,100,100,12959,398
9156,9,533,80,100,95,10052,308
14453,21,455,97,100,95,14897,381
9933,12,563,81,100,100,10008,316
4819,0,468,83,100,100,5685,227
9663,5,508,97,100,100,10229,320
5691,0,648,93,95,100,6867,238
14129,17,460,96,95,100,14384,402
14830,27,419,98,95,100,14619,388
10957,15,523,95,95,100,11722,388
4946,2,460,88,78,100,5813,207
7821,7,540,91,78,100,8385,290
12260,4,422,98,95,100,13394,431
5944,3,608,94,95,100,6660,234
14540,13,442,97,95,100,14686,427
8410,5,384,98,95,100,8804,283
17246,27,353,97,95,95,16643,448
8990,10,594,96,100,100,9207,287
7003,1,442,93,100,100,7699,277
10497,10,351,98,95,100,10979,281
2803,2,245,98,95,100,3090,128
12605,13,491,96,95,100,12884,380
3666,2,427,93,78,100,4059,181
13149,14,597,89,78,100,13260,385
3839,0,340,93,78,95,4532,178
10924,17,332,94,78,100,10804,290
6099,6,406,97,95,100,6342,216
9190,3,489,97,100,100,9853,311
7997,11,476,96,100,100,8570,268
13795,7,363,99,100,100,15209,414
6108,1,544,95,100,100,7070,278
5435,2,533,95,95,100,6268,236
1217,0,3,91,78,100,1419,48
8919,1,402,87,60,100,10314,334
13417,26,507,87,60,100,13169,352
6199,8,389,87,60,100,6388,205
7752,3,526,87,78,100,8413,323
13874,14,321,98,95,100,13697,411
7678,7,420,99,100,100,8156,316
7055,3,537,96,100,100,8011,271
6993,5,517,97,100,100,7303,252
14239,12,415,97,95,95,15871,417
4591,4,255,93,78,100,5059,170
6076,1,541,86,60,100,6967,273
10880,14,413,89,60,100,10763,326
9697,7,426,88,60,100,10985,301
10715,2,439,92,78,100,12162,352
7000,0,441,93,95,95,8198,249
7054,2,595,89,78,95,8112,270
4223,3,345,93,78,100,4682,172
8722,6,484,96,95,100,9240,302
7923,10,431,83,43,100,8730,235
11485,11,427,84,43,100,11570,335
2184,1,198,84,43,100,2305,84
4105,5,78,80,25,100,4078,105
2341,1,545,90,78,100,4102,229
3702,4,476,86,60,100,5605,312
7561,1,548,85,60,100,11301,445
3766,0,545,91,78,100,5285,295
3228,1,504,86,60,100,4864,287
4602,2,562,78,43,100,6279,322
4537,0,523,77,43,95,5439,281
4619,1,482,68,25,100,5886,324
6531,0,460,63,25,100,8170,351
10163,0,395,78,43,100,10322,377
1998,0,561,75,43,100,3432,208
3238,1,611,72,43,95,4817,294
4668,0,482,73,43,100,5887,309
3362,1,563,71,43,95,4432,222
8522,0,462,79,60,100,9863,364
3583,0,586,76,43,100,5128,289
3465,3,545,68,25,100,4898,261
2002,0,555,67,25,100,3625,201
2798,0,562,65,25,100,4108,240
2510,0,549,63,25,100,3913,239
4168,2,499,64,25,100,4968,265
3699,1,564,52,1,100,5375,323
2791,0,507,53,1,100,3792,197
12866,2,281,72,25,100,15246,472
1665,0,562,69,25,100,2826,177
2286,0,593,67,25,100,3533,225
3202,0,501,67,25,100,4659,291
4004,0,410,68,25,100,5490,253
6145,0,495,69,43,95,6927,322
8306,0,543,79,60,95,9454,350
3124,1,647,74,43,100,4496,228
3243,0,540,76,43,100,4274,219
11394,1,523,85,60,95,12560,395
3096,0,631,83,60,100,4555,263
2556,1,578,83,60,100,4144,241
3861,0,507,80,60,100,5436,307
2627,0,615,69,43,100,3998,222
7366,0,454,77,60,100,8802,354
2252,0,607,76,60,100,3912,244
2033,0,587,67,43,100,3357,205
3780,0,541,68,43,100,5063,274
2491,0,592,62,25,100,3894,228
2718,0,729,48,1,95,4209,247
3067,0,559,58,25,100,4640,295
2380,0,545,57,25,100,3384,212
2384,0,575,60,43,100,3919,224
4128,0,403,64,43,100,5468,276
2325,0,624,61,43,95,3748,240
8849,3,330,73,60,100,10516,494
1992,0,621,68,43,100,3641,227
2385,0,399,67,43,100,3479,180
9547,0,425,95,100,95,11114,410
15765,2,378,93,100,100,17921,574
16204,1,450,89,100,100,19051,518
12450,4,501,76,100,100,15013,424
13752,2,497,84,100,100,15116,514
19253,3,343,75,100,100,21502,616
11095,0,445,82,100,95,12509,430
4833,4,363,83,100,95,6191,266
16128,1,270,75,100,95,18936,525
15630,0,426,74,100,100,18928,467
15721,0,476,72,100,100,18862,454
15088,1,472,73,100,100,17873,511
19782,6,295,75,100,100,22546,578
5053,0,713,77,100,95,6301,291
12837,9,462,98,100,100,15136,503
16015,4,385,99,100,100,19591,590
14425,0,484,96,100,100,16714,459
